timestamp,hour,day_of_week,vehicle_count,congestion_level,temperature,weather
2024-01-04 00:00:00,0,3,318,Low,28.37603248569198,Rainy
2024-01-04 01:00:00,1,3,372,Low,21.969335143526543,Rainy
2024-01-04 02:00:00,2,3,325,Low,27.56988480481806,Sunny
2024-01-04 03:00:00,3,3,311,Low,26.04450879058092,Sunny
2024-01-04 04:00:00,4,3,351,Low,20.021823241524782,Sunny
2024-01-04 05:00:00,5,3,289,Low,28.068676797911223,Sunny
2024-01-04 06:00:00,6,3,206,Low,27.77427645327242,Cloudy
2024-01-04 07:00:00,7,3,819,High,23.538221591388314,Cloudy
2024-01-04 08:00:00,8,3,834,High,22.10332243404173,Cloudy
2024-01-04 09:00:00,9,3,567,Medium,24.524751748344833,Sunny
2024-01-04 10:00:00,10,3,546,Medium,32.570773094760526,Sunny
2024-01-04 11:00:00,11,3,307,Low,24.21151102422498,Sunny
2024-01-04 12:00:00,12,3,241,Low,24.37403527939768,Rainy
2024-01-04 13:00:00,13,3,359,Low,28.218035788498575,Sunny
2024-01-04 14:00:00,14,3,336,Low,23.498740432838225,Cloudy
2024-01-04 15:00:00,15,3,255,Low,16.7555097418184,Sunny
2024-01-04 16:00:00,16,3,643,Medium,33.164076253031055,Rainy
2024-01-04 17:00:00,17,3,830,High,32.71738155457285,Rainy
2024-01-04 18:00:00,18,3,806,High,17.081565209747318,Sunny
2024-01-04 19:00:00,19,3,301,Low,24.564098045132493,Sunny
2024-01-04 20:00:00,20,3,306,Low,26.29752726035832,Sunny
2024-01-04 21:00:00,21,3,289,Low,24.258306043381857,Sunny
2024-01-04 22:00:00,22,3,335,Low,25.339143167940986,Rainy
2024-01-04 23:00:00,23,3,292,Low,24.975528955671756,Sunny
2024-01-05 00:00:00,0,4,328,Low,31.26199266490809,Sunny
2024-01-05 01:00:00,1,4,151,Low,30.247348867557903,Sunny
2024-01-05 02:00:00,2,4,282,Low,29.492729225391884,Sunny
2024-01-05 03:00:00,3,4,299,Low,33.29537296987657,Rainy
2024-01-05 04:00:00,4,4,260,Low,31.75946654557989,Rainy
2024-01-05 05:00:00,5,4,324,Low,24.153671081088437,Sunny
2024-01-05 06:00:00,6,4,270,Low,27.12733233394942,Cloudy
2024-01-05 07:00:00,7,4,799,High,18.186970140596355,Sunny
2024-01-05 08:00:00,8,4,873,High,16.261541471008243,Cloudy
2024-01-05 09:00:00,9,4,668,Medium,29.13763688939246,Sunny
2024-01-05 10:00:00,10,4,532,Medium,12.27041950969647,Sunny
2024-01-05 11:00:00,11,4,343,Low,22.100063904985845,Sunny
2024-01-05 12:00:00,12,4,265,Low,18.180158579411714,Sunny
2024-01-05 13:00:00,13,4,183,Low,21.909395119865657,Sunny
2024-01-05 14:00:00,14,4,273,Low,28.45678578222649,Cloudy
2024-01-05 15:00:00,15,4,326,Low,18.85144690769059,Sunny
2024-01-05 16:00:00,16,4,656,Medium,23.791199883360214,Sunny
2024-01-05 17:00:00,17,4,931,High,18.617035970842462,Sunny
2024-01-05 18:00:00,18,4,912,High,19.230541938373044,Rainy
2024-01-05 19:00:00,19,4,226,Low,22.151414219826812,Rainy
2024-01-05 20:00:00,20,4,217,Low,27.71166682430209,Rainy
2024-01-05 21:00:00,21,4,258,Low,20.36645278782182,Sunny
2024-01-05 22:00:00,22,4,337,Low,22.377426190787354,Rainy
2024-01-05 23:00:00,23,4,324,Low,24.784214875199932,Sunny
2024-01-06 00:00:00,0,5,358,Low,27.63501112413274,Sunny
2024-01-06 01:00:00,1,5,314,Low,29.57320459617144,Sunny
2024-01-06 02:00:00,2,5,357,Low,26.850726103548823,Rainy
2024-01-06 03:00:00,3,5,385,Low,22.16339907035902,Sunny
2024-01-06 04:00:00,4,5,347,Low,20.707359120941074,Sunny
2024-01-06 05:00:00,5,5,462,Medium,37.65333127434793,Sunny
2024-01-06 06:00:00,6,5,468,Medium,21.43228541046095,Rainy
2024-01-06 07:00:00,7,5,551,Medium,22.84791073166748,Sunny
2024-01-06 08:00:00,8,5,435,Medium,28.486305475556996,Sunny
2024-01-06 09:00:00,9,5,435,Medium,23.314366986152706,Rainy
2024-01-06 10:00:00,10,5,392,Low,20.861289125440788,Rainy
2024-01-06 11:00:00,11,5,531,Medium,29.193784621549558,Rainy
2024-01-06 12:00:00,12,5,414,Medium,22.38167727064646,Sunny
2024-01-06 13:00:00,13,5,224,Low,26.50028810687376,Sunny
2024-01-06 14:00:00,14,5,282,Low,25.04823550817046,Sunny
2024-01-06 15:00:00,15,5,331,Low,31.161008567053052,Sunny
2024-01-06 16:00:00,16,5,408,Medium,24.595774594739662,Sunny
2024-01-06 17:00:00,17,5,414,Medium,26.09260792823246,Sunny
2024-01-06 18:00:00,18,5,348,Low,16.751454465546182,Sunny
2024-01-06 19:00:00,19,5,440,Medium,24.447275746002088,Cloudy
2024-01-06 20:00:00,20,5,474,Medium,19.727163412516262,Sunny
2024-01-06 21:00:00,21,5,281,Low,31.690723312972075,Rainy
2024-01-06 22:00:00,22,5,386,Low,24.693299924604187,Sunny
2024-01-06 23:00:00,23,5,388,Low,21.626037799157807,Cloudy
2024-01-07 00:00:00,0,6,472,Medium,25.628550282336974,Rainy
2024-01-07 01:00:00,1,6,443,Medium,23.366734878883943,Sunny
2024-01-07 02:00:00,2,6,509,Medium,22.590432617401067,Cloudy
2024-01-07 03:00:00,3,6,386,Low,27.379411353347013,Cloudy
2024-01-07 04:00:00,4,6,353,Low,28.405170581894133,Cloudy
2024-01-07 05:00:00,5,6,362,Low,31.176838961998527,Sunny
2024-01-07 06:00:00,6,6,403,Medium,23.81893970644586,Rainy
2024-01-07 07:00:00,7,6,405,Medium,26.05233293039915,Rainy
2024-01-07 08:00:00,8,6,306,Low,28.37392277186147,Sunny
2024-01-07 09:00:00,9,6,375,Low,32.377618632370485,Cloudy
2024-01-07 10:00:00,10,6,422,Medium,31.52174475740133,Cloudy
2024-01-07 11:00:00,11,6,410,Medium,26.179893921592857,Cloudy
2024-01-07 12:00:00,12,6,415,Medium,34.74558769450824,Sunny
2024-01-07 13:00:00,13,6,346,Low,23.769636410485937,Rainy
2024-01-07 14:00:00,14,6,421,Medium,26.046974684994627,Rainy
2024-01-07 15:00:00,15,6,375,Low,27.13046250010312,Cloudy
2024-01-07 16:00:00,16,6,458,Medium,23.253330767268057,Sunny
2024-01-07 17:00:00,17,6,419,Medium,23.96733507365851,Sunny
2024-01-07 18:00:00,18,6,358,Low,16.912186435498146,Cloudy
2024-01-07 19:00:00,19,6,492,Medium,21.0763529903707,Sunny
2024-01-07 20:00:00,20,6,443,Medium,31.9789251312388,Cloudy
2024-01-07 21:00:00,21,6,395,Low,24.08415322791291,Sunny
2024-01-07 22:00:00,22,6,433,Medium,31.76607492476581,Cloudy
2024-01-07 23:00:00,23,6,358,Low,27.875961394479315,Rainy
2024-01-08 00:00:00,0,0,339,Low,28.194059302005925,Sunny
2024-01-08 01:00:00,1,0,286,Low,25.324858217167698,Sunny
2024-01-08 02:00:00,2,0,215,Low,31.945538166455023,Cloudy
2024-01-08 03:00:00,3,0,269,Low,29.77881871094029,Rainy
2024-01-08 04:00:00,4,0,315,Low,25.257639269108385,Sunny
2024-01-08 05:00:00,5,0,268,Low,32.997260247471516,Sunny
2024-01-08 06:00:00,6,0,380,Low,20.004362236189017,Sunny
2024-01-08 07:00:00,7,0,822,High,19.280681176273184,Sunny
2024-01-08 08:00:00,8,0,870,High,24.24654101487677,Sunny
2024-01-08 09:00:00,9,0,642,Medium,15.136784639858615,Sunny
2024-01-08 10:00:00,10,0,967,High,23.93167556224085,Rainy
2024-01-08 11:00:00,11,0,330,Low,31.217902194664745,Sunny
2024-01-08 12:00:00,12,0,277,Low,23.355517963879407,Sunny
2024-01-08 13:00:00,13,0,295,Low,26.895175767192555,Sunny
2024-01-08 14:00:00,14,0,275,Low,24.769947367469033,Sunny
2024-01-08 15:00:00,15,0,353,Low,16.42471392253576,Cloudy
2024-01-08 16:00:00,16,0,606,Medium,20.31155039887949,Cloudy
2024-01-08 17:00:00,17,0,780,High,34.386014283548846,Rainy
2024-01-08 18:00:00,18,0,823,High,23.807589958289498,Sunny
2024-01-08 19:00:00,19,0,308,Low,23.585973893228893,Sunny
2024-01-08 20:00:00,20,0,212,Low,27.108953818881375,Sunny
2024-01-08 21:00:00,21,0,281,Low,27.43573413668495,Sunny
2024-01-08 22:00:00,22,0,328,Low,23.21637316835236,Sunny
2024-01-08 23:00:00,23,0,397,Low,19.5194311999642,Sunny
2024-01-09 00:00:00,0,1,374,Low,23.173704508154096,Rainy
2024-01-09 01:00:00,1,1,371,Low,20.83448917023735,Rainy
2024-01-09 02:00:00,2,1,289,Low,36.88311538084044,Sunny
2024-01-09 03:00:00,3,1,288,Low,24.40745277619772,Sunny
2024-01-09 04:00:00,4,1,341,Low,22.654652631070277,Rainy
2024-01-09 05:00:00,5,1,379,Low,26.630849161235986,Cloudy
2024-01-09 06:00:00,6,1,336,Low,24.30202079996196,Sunny
2024-01-09 07:00:00,7,1,930,High,20.85495353748161,Sunny
2024-01-09 08:00:00,8,1,850,High,20.197012777024373,Cloudy
2024-01-09 09:00:00,9,1,521,Medium,27.89749688847545,Sunny
2024-01-09 10:00:00,10,1,507,Medium,25.189426960784115,Sunny
2024-01-09 11:00:00,11,1,226,Low,22.427782735015615,Sunny
2024-01-09 12:00:00,12,1,311,Low,35.053460172228725,Sunny
2024-01-09 13:00:00,13,1,337,Low,20.23036050325711,Sunny
2024-01-09 14:00:00,14,1,281,Low,26.028600613516705,Sunny
2024-01-09 15:00:00,15,1,258,Low,21.9751125341322,Sunny
2024-01-09 16:00:00,16,1,677,Medium,25.251204259152082,Sunny
2024-01-09 17:00:00,17,1,653,Medium,15.105617501928668,Cloudy
2024-01-09 18:00:00,18,1,679,Medium,22.413240047787628,Sunny
2024-01-09 19:00:00,19,1,213,Low,21.316887148968778,Sunny
2024-01-09 20:00:00,20,1,313,Low,19.98811714778317,Cloudy
2024-01-09 21:00:00,21,1,421,Medium,25.675519862628736,Sunny
2024-01-09 22:00:00,22,1,286,Low,33.82446528143453,Sunny
2024-01-09 23:00:00,23,1,327,Low,29.929160447649316,Sunny
2024-01-10 00:00:00,0,2,297,Low,27.833809907080592,Rainy
2024-01-10 01:00:00,1,2,263,Low,25.25809376581809,Sunny
2024-01-10 02:00:00,2,2,272,Low,24.34347291179724,Sunny
2024-01-10 03:00:00,3,2,233,Low,22.061268136159452,Sunny
2024-01-10 04:00:00,4,2,314,Low,22.774403245113703,Cloudy
2024-01-10 05:00:00,5,2,257,Low,28.67175836223506,Cloudy
2024-01-10 06:00:00,6,2,299,Low,23.521708558223054,Rainy
2024-01-10 07:00:00,7,2,934,High,22.616636040687396,Sunny
2024-01-10 08:00:00,8,2,760,High,16.6410767105475,Rainy
2024-01-10 09:00:00,9,2,596,Medium,23.771540107187608,Sunny
2024-01-10 10:00:00,10,2,469,Medium,32.17023463418286,Rainy
2024-01-10 11:00:00,11,2,272,Low,25.340672336002655,Cloudy
2024-01-10 12:00:00,12,2,248,Low,25.612175330479538,Sunny
2024-01-10 13:00:00,13,2,286,Low,19.359782609294466,Sunny
2024-01-10 14:00:00,14,2,251,Low,20.050284741924568,Cloudy
2024-01-10 15:00:00,15,2,414,Medium,18.634689620069715,Sunny
2024-01-10 16:00:00,16,2,632,Medium,30.324864899447988,Rainy
2024-01-10 17:00:00,17,2,758,High,22.849600550769736,Cloudy
2024-01-10 18:00:00,18,2,910,High,29.583578072374095,Rainy
2024-01-10 19:00:00,19,2,298,Low,28.174889135301726,Rainy
2024-01-10 20:00:00,20,2,354,Low,25.161318907425844,Sunny
2024-01-10 21:00:00,21,2,390,Low,22.35783192774494,Sunny
2024-01-10 22:00:00,22,2,339,Low,26.347872836825015,Rainy
2024-01-10 23:00:00,23,2,276,Low,20.31280842559257,Sunny
2024-01-11 00:00:00,0,3,285,Low,25.832148130769063,Cloudy
2024-01-11 01:00:00,1,3,264,Low,22.441187203317707,Sunny
2024-01-11 02:00:00,2,3,267,Low,25.39316330178036,Rainy
2024-01-11 03:00:00,3,3,327,Low,24.09303572968561,Rainy
2024-01-11 04:00:00,4,3,287,Low,26.566871301499585,Cloudy
2024-01-11 05:00:00,5,3,313,Low,12.799606640569243,Sunny
2024-01-11 06:00:00,6,3,358,Low,17.219152575292078,Rainy
2024-01-11 07:00:00,7,3,740,High,19.92279281590866,Sunny
2024-01-11 08:00:00,8,3,853,High,26.379128144690675,Rainy
2024-01-11 09:00:00,9,3,652,Medium,22.019743584453582,Sunny
2024-01-11 10:00:00,10,3,715,High,31.095092253507126,Rainy
2024-01-11 11:00:00,11,3,283,Low,22.677778839452206,Cloudy
2024-01-11 12:00:00,12,3,296,Low,33.926336688579916,Sunny
2024-01-11 13:00:00,13,3,261,Low,27.32180715760375,Rainy
2024-01-11 14:00:00,14,3,358,Low,31.344400997195397,Sunny
2024-01-11 15:00:00,15,3,307,Low,34.273077325687225,Rainy
2024-01-11 16:00:00,16,3,606,Medium,28.285972525547496,Sunny
2024-01-11 17:00:00,17,3,713,High,29.731229833612343,Sunny
2024-01-11 18:00:00,18,3,613,Medium,21.88821143553515,Cloudy
2024-01-11 19:00:00,19,3,269,Low,33.77826065989847,Cloudy
2024-01-11 20:00:00,20,3,283,Low,20.126874128968627,Rainy
2024-01-11 21:00:00,21,3,233,Low,29.309582514643957,Sunny
2024-01-11 22:00:00,22,3,331,Low,28.696564574664624,Cloudy
2024-01-11 23:00:00,23,3,301,Low,15.334920520236926,Sunny
2024-01-12 00:00:00,0,4,372,Low,30.682697011945272,Rainy
2024-01-12 01:00:00,1,4,342,Low,21.479834056194612,Sunny
2024-01-12 02:00:00,2,4,223,Low,24.35956433330625,Cloudy
2024-01-12 03:00:00,3,4,318,Low,19.497261922208487,Sunny
2024-01-12 04:00:00,4,4,275,Low,24.508828047995674,Sunny
2024-01-12 05:00:00,5,4,392,Low,25.752883856817796,Cloudy
2024-01-12 06:00:00,6,4,284,Low,23.119810590485116,Sunny
2024-01-12 07:00:00,7,4,763,High,28.055584420981624,Sunny
2024-01-12 08:00:00,8,4,1023,High,23.655936943695803,Cloudy
2024-01-12 09:00:00,9,4,543,Medium,24.027054934996993,Sunny
2024-01-12 10:00:00,10,4,594,Medium,25.705137388666056,Cloudy
2024-01-12 11:00:00,11,4,282,Low,27.78673384475383,Sunny
2024-01-12 12:00:00,12,4,383,Low,19.227422336671722,Sunny
2024-01-12 13:00:00,13,4,329,Low,23.70461156416371,Cloudy
2024-01-12 14:00:00,14,4,327,Low,31.925440861807267,Cloudy
2024-01-12 15:00:00,15,4,275,Low,33.370218367599136,Sunny
2024-01-12 16:00:00,16,4,509,Medium,31.669662072152672,Sunny
2024-01-12 17:00:00,17,4,779,High,32.60022075487699,Sunny
2024-01-12 18:00:00,18,4,698,Medium,11.825497398082474,Sunny
2024-01-12 19:00:00,19,4,275,Low,23.169475766662494,Cloudy
2024-01-12 20:00:00,20,4,308,Low,31.665005840088803,Rainy
2024-01-12 21:00:00,21,4,318,Low,31.84082070126381,Rainy
2024-01-12 22:00:00,22,4,246,Low,25.177528216103834,Cloudy
2024-01-12 23:00:00,23,4,301,Low,22.136704723625154,Sunny
2024-01-13 00:00:00,0,5,317,Low,25.96245183252293,Sunny
2024-01-13 01:00:00,1,5,410,Medium,21.772486939438934,Sunny
2024-01-13 02:00:00,2,5,465,Medium,20.89015151459612,Rainy
2024-01-13 03:00:00,3,5,332,Low,28.064538541443312,Sunny
2024-01-13 04:00:00,4,5,357,Low,23.188447764698893,Sunny
2024-01-13 05:00:00,5,5,444,Medium,23.53733901555068,Sunny
2024-01-13 06:00:00,6,5,429,Medium,19.484863992834846,Cloudy
2024-01-13 07:00:00,7,5,292,Low,36.2897225760247,Cloudy
2024-01-13 08:00:00,8,5,425,Medium,22.656425529786322,Sunny
2024-01-13 09:00:00,9,5,542,Medium,28.972894107100004,Sunny
2024-01-13 10:00:00,10,5,440,Medium,19.688847194951187,Cloudy
2024-01-13 11:00:00,11,5,300,Low,23.918928833027017,Sunny
2024-01-13 12:00:00,12,5,397,Low,19.868673652448997,Sunny
2024-01-13 13:00:00,13,5,432,Medium,32.26864433883248,Sunny
2024-01-13 14:00:00,14,5,293,Low,22.74919140658833,Cloudy
2024-01-13 15:00:00,15,5,350,Low,29.836900239985713,Cloudy
2024-01-13 16:00:00,16,5,380,Low,23.885373650064057,Cloudy
2024-01-13 17:00:00,17,5,379,Low,30.133764030302913,Sunny
2024-01-13 18:00:00,18,5,345,Low,26.12057947375994,Sunny
2024-01-13 19:00:00,19,5,346,Low,32.65360464509554,Sunny
2024-01-13 20:00:00,20,5,361,Low,27.06126513516942,Sunny
2024-01-13 21:00:00,21,5,438,Medium,31.729295280680777,Rainy
2024-01-13 22:00:00,22,5,432,Medium,20.868711936260688,Sunny
2024-01-13 23:00:00,23,5,420,Medium,33.27161927306209,Cloudy
2024-01-14 00:00:00,0,6,539,Medium,27.700608095494342,Cloudy
2024-01-14 01:00:00,1,6,384,Low,33.472861050904754,Rainy
2024-01-14 02:00:00,2,6,401,Medium,34.891661803595184,Sunny
2024-01-14 03:00:00,3,6,432,Medium,23.607570713480722,Cloudy
2024-01-14 04:00:00,4,6,364,Low,24.23961606939296,Cloudy
2024-01-14 05:00:00,5,6,442,Medium,23.277271738042508,Rainy
2024-01-14 06:00:00,6,6,312,Low,12.088663163664702,Sunny
2024-01-14 07:00:00,7,6,403,Medium,27.076581258991467,Cloudy
2024-01-14 08:00:00,8,6,429,Medium,26.293101503906918,Sunny
2024-01-14 09:00:00,9,6,504,Medium,22.82274073810789,Sunny
2024-01-14 10:00:00,10,6,474,Medium,24.198825997014378,Sunny
2024-01-14 11:00:00,11,6,272,Low,26.45354116238292,Rainy
2024-01-14 12:00:00,12,6,320,Low,29.14921216088597,Sunny
2024-01-14 13:00:00,13,6,309,Low,34.17355854771225,Sunny
2024-01-14 14:00:00,14,6,435,Medium,26.55147056321941,Rainy
2024-01-14 15:00:00,15,6,425,Medium,25.969368583465542,Cloudy
2024-01-14 16:00:00,16,6,409,Medium,24.370471054383827,Sunny
2024-01-14 17:00:00,17,6,410,Medium,30.22794538694736,Cloudy
2024-01-14 18:00:00,18,6,416,Medium,24.73222559124059,Sunny
2024-01-14 19:00:00,19,6,511,Medium,24.166582934276292,Rainy
2024-01-14 20:00:00,20,6,396,Low,20.192659522263433,Rainy
2024-01-14 21:00:00,21,6,505,Medium,22.777595950168326,Sunny
2024-01-14 22:00:00,22,6,410,Medium,32.91716215164118,Rainy
2024-01-14 23:00:00,23,6,385,Low,25.838358908546503,Sunny
2024-01-15 00:00:00,0,0,309,Low,30.278745490057034,Sunny
2024-01-15 01:00:00,1,0,371,Low,25.777102586045093,Sunny
2024-01-15 02:00:00,2,0,327,Low,29.38150207206857,Cloudy
2024-01-15 03:00:00,3,0,206,Low,28.878065999780866,Sunny
2024-01-15 04:00:00,4,0,303,Low,21.781434222041625,Rainy
2024-01-15 05:00:00,5,0,303,Low,20.122192324087436,Sunny
2024-01-15 06:00:00,6,0,302,Low,20.850227658648475,Sunny
2024-01-15 07:00:00,7,0,768,High,15.449209306906997,Rainy
2024-01-15 08:00:00,8,0,850,High,14.280901129137396,Sunny
2024-01-15 09:00:00,9,0,522,Medium,28.63416552567221,Sunny
2024-01-15 10:00:00,10,0,646,Medium,20.881364376887134,Sunny
2024-01-15 11:00:00,11,0,339,Low,13.230802245401884,Cloudy
2024-01-15 12:00:00,12,0,270,Low,22.773503287416954,Rainy
2024-01-15 13:00:00,13,0,329,Low,24.96933812634776,Sunny
2024-01-15 14:00:00,14,0,437,Medium,29.884692259818387,Rainy
2024-01-15 15:00:00,15,0,300,Low,30.629471198056436,Sunny
2024-01-15 16:00:00,16,0,612,Medium,13.29910482785968,Sunny
2024-01-15 17:00:00,17,0,732,High,22.62712452434384,Sunny
2024-01-15 18:00:00,18,0,716,High,19.895802324644677,Sunny
2024-01-15 19:00:00,19,0,278,Low,22.19276929736378,Cloudy
2024-01-15 20:00:00,20,0,336,Low,32.39433282521504,Rainy
2024-01-15 21:00:00,21,0,275,Low,22.21924322886956,Rainy
2024-01-15 22:00:00,22,0,340,Low,29.99389986185514,Cloudy
2024-01-15 23:00:00,23,0,177,Low,25.49864177418598,Cloudy
2024-01-16 00:00:00,0,1,284,Low,31.43217525400958,Cloudy
2024-01-16 01:00:00,1,1,233,Low,14.45450995246057,Rainy
2024-01-16 02:00:00,2,1,216,Low,27.531452921958074,Cloudy
2024-01-16 03:00:00,3,1,331,Low,15.744169227586085,Rainy
2024-01-16 04:00:00,4,1,289,Low,26.1043629252293,Cloudy
2024-01-16 05:00:00,5,1,391,Low,21.233036963099245,Sunny
2024-01-16 06:00:00,6,1,294,Low,13.2577356567109,Sunny
2024-01-16 07:00:00,7,1,799,High,21.261177447159874,Rainy
2024-01-16 08:00:00,8,1,831,High,22.75492417431286,Sunny
2024-01-16 09:00:00,9,1,670,Medium,16.505426310664788,Sunny
2024-01-16 10:00:00,10,1,540,Medium,26.97022404154557,Rainy
2024-01-16 11:00:00,11,1,359,Low,30.651644054205832,Sunny
2024-01-16 12:00:00,12,1,339,Low,34.12650898151479,Sunny
2024-01-16 13:00:00,13,1,340,Low,23.92502627130173,Rainy
2024-01-16 14:00:00,14,1,242,Low,29.414244512415934,Rainy
2024-01-16 15:00:00,15,1,323,Low,29.33159341050339,Sunny
2024-01-16 16:00:00,16,1,563,Medium,15.148701029457131,Sunny
2024-01-16 17:00:00,17,1,598,Medium,20.27053313627097,Sunny
2024-01-16 18:00:00,18,1,848,High,22.044831477132888,Cloudy
2024-01-16 19:00:00,19,1,343,Low,23.382052025728118,Sunny
2024-01-16 20:00:00,20,1,313,Low,26.4713657215295,Sunny
2024-01-16 21:00:00,21,1,274,Low,22.741836745041393,Sunny
2024-01-16 22:00:00,22,1,258,Low,27.047419171189034,Sunny
2024-01-16 23:00:00,23,1,225,Low,31.432475662627944,Sunny
2024-01-17 00:00:00,0,2,305,Low,22.36379641242164,Cloudy
2024-01-17 01:00:00,1,2,272,Low,28.015603071207142,Rainy
2024-01-17 02:00:00,2,2,362,Low,23.372513892969014,Sunny
2024-01-17 03:00:00,3,2,241,Low,31.947893855295305,Rainy
2024-01-17 04:00:00,4,2,289,Low,28.616169008130203,Sunny
2024-01-17 05:00:00,5,2,300,Low,19.507731030372504,Sunny
2024-01-17 06:00:00,6,2,323,Low,32.91064676308844,Sunny
2024-01-17 07:00:00,7,2,616,Medium,27.00198872747731,Rainy
2024-01-17 08:00:00,8,2,872,High,23.680568971389942,Sunny
2024-01-17 09:00:00,9,2,519,Medium,27.71059406778729,Sunny
