timestamp,hour,month,consumption_kwh,temperature,population_density
2024-01-02 09:00:00,9,1,423.28,15.669795035073106,4188.775796196669
2024-01-02 10:00:00,10,1,368.87,30.461183692300402,5402.480226449404
2024-01-02 11:00:00,11,1,337.97,15.443908827073992,4839.928143291085
2024-01-02 12:00:00,12,1,333.86,19.812691621744758,5644.461676038695
2024-01-02 13:00:00,13,1,400.81,20.460353873939436,5667.417860341455
2024-01-02 14:00:00,14,1,428.72,22.40999044751981,5176.344490170973
2024-01-02 15:00:00,15,1,362.92,26.11255427039295,5055.075386524093
2024-01-02 16:00:00,16,1,394.22,30.47008269630487,4247.642907870723
2024-01-02 17:00:00,17,1,348.9,21.153272470174848,5478.4762728935175
2024-01-02 18:00:00,18,1,694.19,24.739508885216544,4787.422388470485
2024-01-02 19:00:00,19,1,647.03,23.6888536065971,4710.665490376281
2024-01-02 20:00:00,20,1,676.89,27.555402922287822,4387.182015312392
2024-01-02 21:00:00,21,1,407.79,23.508452345834502,4949.326593093882
2024-01-02 22:00:00,22,1,393.96,20.508683347408954,4803.624367182353
2024-01-02 23:00:00,23,1,358.42,26.653745710017724,5531.458352817272
2024-01-03 00:00:00,0,1,373.19,23.066680175368866,5189.517361664102
2024-01-03 01:00:00,1,1,343.45,24.898174143601683,4720.438022230109
2024-01-03 02:00:00,2,1,319.07,24.974848368923894,4969.707683801062
2024-01-03 03:00:00,3,1,338.77,29.846281027554063,4904.829159750058
2024-01-03 04:00:00,4,1,297.45,29.694481121487648,5616.5538296183395
2024-01-03 05:00:00,5,1,380.69,16.029741456603972,4890.722365026981
2024-01-03 06:00:00,6,1,389.2,24.245251835700536,4486.840864689893
2024-01-03 07:00:00,7,1,544.33,33.08751069032056,4934.139601715325
2024-01-03 08:00:00,8,1,520.4,27.51430638176599,5161.546976311002
2024-01-03 09:00:00,9,1,606.0,26.009651086091303,4904.74548645698
2024-01-03 10:00:00,10,1,333.69,25.414705717057235,5189.856070360652
2024-01-03 11:00:00,11,1,421.03,24.527286647572026,5759.05244339933
2024-01-03 12:00:00,12,1,381.76,32.33788880990385,5827.146934315297
2024-01-03 13:00:00,13,1,340.2,23.809145314948914,5173.056366701769
2024-01-03 14:00:00,14,1,327.39,25.69480081505397,5543.810516465657
2024-01-03 15:00:00,15,1,381.48,29.389949357372053,5547.595993548416
2024-01-03 16:00:00,16,1,294.83,13.25907366803943,4230.026306140889
2024-01-03 17:00:00,17,1,359.94,29.091898894802632,4566.560780894409
2024-01-03 18:00:00,18,1,731.63,24.22890207183393,4465.67600708219
2024-01-03 19:00:00,19,1,697.73,31.02417494181944,4021.62100023296
2024-01-03 20:00:00,20,1,684.38,23.232537874161753,4227.275508332994
2024-01-03 21:00:00,21,1,386.53,21.16754865341087,5590.168207481678
2024-01-03 22:00:00,22,1,397.71,27.70753604523752,4940.233270493909
2024-01-03 23:00:00,23,1,333.36,29.085029936493157,5266.23142374455
2024-01-04 00:00:00,0,1,358.17,24.786602666707495,4930.956721255397
2024-01-04 01:00:00,1,1,320.79,32.51126381313888,4953.346613626057
2024-01-04 02:00:00,2,1,337.6,23.560269687210848,5105.739143389773
2024-01-04 03:00:00,3,1,381.5,20.53528082901985,4401.349439457652
2024-01-04 04:00:00,4,1,344.05,26.182368908292933,4603.698321006157
2024-01-04 05:00:00,5,1,348.28,23.477162958340617,5493.802339611697
2024-01-04 06:00:00,6,1,276.2,30.523375463915166,5691.745579898671
2024-01-04 07:00:00,7,1,686.64,34.60835851905002,5945.005338415832
2024-01-04 08:00:00,8,1,536.28,21.031089210572134,5102.477242043178
2024-01-04 09:00:00,9,1,560.33,34.015048611469254,5052.827085473144
2024-01-04 10:00:00,10,1,316.93,22.12916240598719,4963.789651358954
2024-01-04 11:00:00,11,1,305.63,23.562405625386912,5105.5545531921725
2024-01-04 12:00:00,12,1,389.6,18.395023630566815,4774.65611638032
2024-01-04 13:00:00,13,1,354.46,24.12728097274486,4729.570872938577
2024-01-04 14:00:00,14,1,389.89,34.97031980113739,3907.7504121509173
2024-01-04 15:00:00,15,1,416.43,22.025390425560282,4403.293532830808
2024-01-04 16:00:00,16,1,417.83,20.448460178522254,6242.879924776298
2024-01-04 17:00:00,17,1,322.14,31.83022835495923,4568.125841970445
2024-01-04 18:00:00,18,1,703.37,24.826092358953755,5457.487053796967
2024-01-04 19:00:00,19,1,719.58,28.266219498494713,4811.678757013346
2024-01-04 20:00:00,20,1,622.29,24.222137737838565,5614.949860533881
2024-01-04 21:00:00,21,1,383.71,31.172903098980466,4818.378885817219
2024-01-04 22:00:00,22,1,366.43,33.97004160324444,4351.3242698451895
2024-01-04 23:00:00,23,1,372.53,20.186530973992003,5787.601057741834
2024-01-05 00:00:00,0,1,374.53,24.938708469141375,4615.7783674402635
2024-01-05 01:00:00,1,1,409.36,27.44852696450074,4494.244093266103
2024-01-05 02:00:00,2,1,327.49,23.977701171305043,4684.550660019682
2024-01-05 03:00:00,3,1,405.27,26.8565351097596,5564.9652335407945
2024-01-05 04:00:00,4,1,412.77,29.945817493846906,5303.272834487569
2024-01-05 05:00:00,5,1,421.68,17.834765557745673,5848.839811666306
2024-01-05 06:00:00,6,1,339.58,23.375715579512285,5387.679566909085
2024-01-05 07:00:00,7,1,480.63,18.664155214641895,5569.991676848324
2024-01-05 08:00:00,8,1,612.67,28.04346086212212,4783.1382655031775
2024-01-05 09:00:00,9,1,483.9,29.24664874671663,5825.861993321965
2024-01-05 10:00:00,10,1,338.67,10.216436295184385,4704.949076365542
2024-01-05 11:00:00,11,1,386.5,30.332672870446604,4753.408500265109
2024-01-05 12:00:00,12,1,390.04,29.017616685222293,5047.497374861314
2024-01-05 13:00:00,13,1,363.96,18.056035604154623,4729.848103333739
2024-01-05 14:00:00,14,1,369.98,20.98691329524448,6079.904460179424
2024-01-05 15:00:00,15,1,340.41,20.42206830192267,5483.042419667537
2024-01-05 16:00:00,16,1,318.56,26.855728331386555,4532.805677245899
2024-01-05 17:00:00,17,1,347.83,29.152637670673993,5736.065495842555
2024-01-05 18:00:00,18,1,559.27,19.62598765746936,4574.855417386694
2024-01-05 19:00:00,19,1,769.5,12.873125881413623,4241.054752598775
2024-01-05 20:00:00,20,1,705.36,23.726161172243874,4711.669882862823
2024-01-05 21:00:00,21,1,365.51,20.738550302955684,3974.675492087524
2024-01-05 22:00:00,22,1,323.65,20.577383897016322,5116.707828355993
2024-01-05 23:00:00,23,1,373.76,18.523593497427395,4811.74923031722
2024-01-06 00:00:00,0,1,384.78,24.151176924315827,5273.175169876278
2024-01-06 01:00:00,1,1,331.04,30.097666019538245,4374.6045475579795
2024-01-06 02:00:00,2,1,375.52,32.29585812667806,5143.020509803561
2024-01-06 03:00:00,3,1,366.55,20.67338597101797,4573.008322759043
2024-01-06 04:00:00,4,1,354.4,26.259141953127585,5395.713649465184
2024-01-06 05:00:00,5,1,370.31,21.901870829536282,4788.366372069042
2024-01-06 06:00:00,6,1,349.94,18.7435754307743,5383.474634048256
2024-01-06 07:00:00,7,1,559.1,19.63901931587762,4925.359320925052
2024-01-06 08:00:00,8,1,505.14,30.109877980244555,5516.144129911998
2024-01-06 09:00:00,9,1,523.61,21.79573588734516,4894.594998762519
2024-01-06 10:00:00,10,1,413.55,26.734615051461738,4778.620959653525
2024-01-06 11:00:00,11,1,333.23,24.879183797561065,4484.404970029205
2024-01-06 12:00:00,12,1,412.89,22.738301501455307,4795.738335184809
2024-01-06 13:00:00,13,1,378.49,15.743910883190317,4786.382252802331
2024-01-06 14:00:00,14,1,289.55,20.639458565013044,5408.709893608909
2024-01-06 15:00:00,15,1,452.75,17.9694894983289,4972.474233380471
2024-01-06 16:00:00,16,1,379.25,30.099716202565688,5618.076787055014
2024-01-06 17:00:00,17,1,322.24,28.439178824730007,5249.100523139949
2024-01-06 18:00:00,18,1,792.81,24.627504473785063,4746.345010107222
2024-01-06 19:00:00,19,1,608.16,18.445880887002346,5423.771059557212
2024-01-06 20:00:00,20,1,602.1,26.190186897589143,4828.782145172983
2024-01-06 21:00:00,21,1,393.68,30.414105470506748,4188.604831363289
2024-01-06 22:00:00,22,1,378.07,21.596702745977773,4715.8454589946705
2024-01-06 23:00:00,23,1,337.66,22.08533123475645,4280.393718795326
2024-01-07 00:00:00,0,1,378.86,32.52116064006923,4863.957489679229
2024-01-07 01:00:00,1,1,330.54,25.989898207158156,4546.101913598296
2024-01-07 02:00:00,2,1,398.55,30.199864600987585,5645.73711171585
2024-01-07 03:00:00,3,1,361.14,34.569830932025525,5040.729646571595
2024-01-07 04:00:00,4,1,349.82,19.466182730142567,4868.162032763284
2024-01-07 05:00:00,5,1,383.92,32.23433166610585,5138.382824256017
2024-01-07 06:00:00,6,1,304.91,29.44921540982202,5282.5807852290645
2024-01-07 07:00:00,7,1,487.89,27.96892430803728,4130.119658988136
2024-01-07 08:00:00,8,1,491.84,25.336527049815086,5227.258086960281
2024-01-07 09:00:00,9,1,528.72,17.60051539800009,5952.521842860354
2024-01-07 10:00:00,10,1,326.18,33.13003647465202,4100.152758161229
2024-01-07 11:00:00,11,1,366.39,28.89639330768948,3759.2691098016594
2024-01-07 12:00:00,12,1,405.48,23.15038609877936,5023.853839963724
2024-01-07 13:00:00,13,1,360.39,28.60838835417181,4359.121038666919
2024-01-07 14:00:00,14,1,327.33,21.02132754334383,4549.035326097601
2024-01-07 15:00:00,15,1,400.19,33.99889786667903,4844.946178518193
2024-01-07 16:00:00,16,1,276.1,30.09315459539295,5848.779808693041
2024-01-07 17:00:00,17,1,363.89,16.980393725139844,5593.073240115321
2024-01-07 18:00:00,18,1,643.93,26.202788716515045,4914.840094702266
2024-01-07 19:00:00,19,1,730.87,27.394589470486864,5140.608702641184
2024-01-07 20:00:00,20,1,828.12,29.07382902341411,5842.64832845544
2024-01-07 21:00:00,21,1,331.69,31.731807628448692,4774.985176980364
2024-01-07 22:00:00,22,1,337.35,31.99935241332868,5377.240295973662
2024-01-07 23:00:00,23,1,325.03,20.776092544147893,4998.726606263415
2024-01-08 00:00:00,0,1,336.66,26.19388419881092,4719.920269251267
2024-01-08 01:00:00,1,1,366.57,26.284192836267597,6449.749636893235
2024-01-08 02:00:00,2,1,335.69,25.021843594796817,5176.474508751515
2024-01-08 03:00:00,3,1,412.76,26.656144890422325,5263.597088364356
2024-01-08 04:00:00,4,1,346.21,19.80990045254731,4971.42385393353
2024-01-08 05:00:00,5,1,304.75,24.475186689291384,5835.313899191918
2024-01-08 06:00:00,6,1,357.33,15.524684574246358,5623.917527117905
2024-01-08 07:00:00,7,1,547.21,25.855512461439485,5142.885014297551
2024-01-08 08:00:00,8,1,529.59,40.686275538300706,4304.261928254335
2024-01-08 09:00:00,9,1,553.16,32.248486863263146,5363.161655986406
2024-01-08 10:00:00,10,1,362.56,23.03837031169578,4778.097585395591
2024-01-08 11:00:00,11,1,299.24,29.910341560410053,4952.448507381241
2024-01-08 12:00:00,12,1,403.31,31.911324453165033,5028.918539921189
2024-01-08 13:00:00,13,1,317.07,22.823178640595966,5937.555404453519
2024-01-08 14:00:00,14,1,417.47,30.286337800856398,5156.110340920493
2024-01-08 15:00:00,15,1,373.91,23.739689502544117,5122.030852428735
2024-01-08 16:00:00,16,1,369.06,29.81030742154438,4640.92342596061
2024-01-08 17:00:00,17,1,351.04,28.557163624748306,5754.280093792557
2024-01-08 18:00:00,18,1,638.35,20.26919690386049,5284.28715320585
2024-01-08 19:00:00,19,1,641.26,22.189042603343715,4567.916133802056
2024-01-08 20:00:00,20,1,596.66,19.989049376351485,4892.346356127146
2024-01-08 21:00:00,21,1,289.72,30.95302707875095,5391.486660552193
2024-01-08 22:00:00,22,1,377.32,25.206915200889338,4968.632041077341
2024-01-08 23:00:00,23,1,285.16,15.486569791994013,4662.376327928418
2024-01-09 00:00:00,0,1,371.6,25.650933719792384,5070.817034343629
2024-01-09 01:00:00,1,1,359.3,22.137116140988546,5131.345176505196
2024-01-09 02:00:00,2,1,330.09,27.908399213639143,5039.571474213903
2024-01-09 03:00:00,3,1,401.67,40.54550504751985,5155.243460315293
2024-01-09 04:00:00,4,1,397.02,26.575159645043215,5366.512203745907
2024-01-09 05:00:00,5,1,412.3,19.15987435850139,4875.081857509723
2024-01-09 06:00:00,6,1,288.67,18.797930025563844,5786.046078421688
2024-01-09 07:00:00,7,1,578.53,23.14835212230968,5103.783900201052
2024-01-09 08:00:00,8,1,574.27,30.910686821015958,4753.7840477058135
2024-01-09 09:00:00,9,1,640.82,23.19696643362598,5311.235803229113
2024-01-09 10:00:00,10,1,382.76,23.949381562463284,4433.222633321188
2024-01-09 11:00:00,11,1,345.11,21.655842203884006,4882.239885443839
2024-01-09 12:00:00,12,1,365.39,20.54233453200545,6000.069898083631
2024-01-09 13:00:00,13,1,358.89,27.074052134740533,4484.2747861369835
2024-01-09 14:00:00,14,1,329.86,26.773631005706605,5008.323903150702
2024-01-09 15:00:00,15,1,372.36,25.32786329924468,6128.40750323408
2024-01-09 16:00:00,16,1,369.85,25.787457684352447,4874.238400430081
2024-01-09 17:00:00,17,1,369.58,30.657351328342354,4216.1099394890225
2024-01-09 18:00:00,18,1,612.24,31.66143550557979,5692.261548648638
2024-01-09 19:00:00,19,1,648.28,27.553230274947797,5272.517411323785
2024-01-09 20:00:00,20,1,716.03,24.31043426321298,4847.685661689716
2024-01-09 21:00:00,21,1,373.62,30.20050216151111,4865.725593490097
2024-01-09 22:00:00,22,1,328.93,25.87624494312512,4940.598938618675
2024-01-09 23:00:00,23,1,268.31,17.90675820986135,5546.021338455586
2024-01-10 00:00:00,0,1,384.88,23.696009614370094,5148.400378159232
2024-01-10 01:00:00,1,1,327.06,19.47058650295642,4396.9908993981935
2024-01-10 02:00:00,2,1,293.09,17.440631630352,4772.211580224233
2024-01-10 03:00:00,3,1,347.63,22.37182520022261,4708.868389639892
2024-01-10 04:00:00,4,1,370.37,38.49537969111877,4428.458176029941
2024-01-10 05:00:00,5,1,348.93,25.68316700125632,5494.664493382529
2024-01-10 06:00:00,6,1,363.04,28.377269120145538,5239.213319472767
2024-01-10 07:00:00,7,1,587.42,19.239063946612546,4327.682300093373
2024-01-10 08:00:00,8,1,543.81,25.77760667959837,5156.414542047963
2024-01-10 09:00:00,9,1,495.86,22.82044996266664,4521.462338906548
2024-01-10 10:00:00,10,1,359.52,23.693122217426343,4960.587344092169
2024-01-10 11:00:00,11,1,325.51,21.872808485816055,5379.013645415362
2024-01-10 12:00:00,12,1,408.98,17.365031820615464,4963.296218991455
2024-01-10 13:00:00,13,1,293.63,20.912679298456744,4724.296750648044
2024-01-10 14:00:00,14,1,388.91,27.965856793357148,5415.6972315059065
2024-01-10 15:00:00,15,1,344.75,26.58277811359165,5176.162577667272
2024-01-10 16:00:00,16,1,389.38,22.20129389561693,4671.5196516257465
2024-01-10 17:00:00,17,1,364.14,23.730405827634346,5388.14613357127
2024-01-10 18:00:00,18,1,757.37,25.392814143597697,4841.964311252215
2024-01-10 19:00:00,19,1,670.47,20.056297394129846,5056.449921347019
2024-01-10 20:00:00,20,1,648.92,12.361955169138394,4063.85922135466
2024-01-10 21:00:00,21,1,392.36,24.156827546948026,5544.525410205062
2024-01-10 22:00:00,22,1,328.14,18.914946996720527,5026.011259889182
2024-01-10 23:00:00,23,1,343.07,25.189770642471746,4867.738954856677
2024-01-11 00:00:00,0,1,375.68,30.160420726203988,5087.4709023913
2024-01-11 01:00:00,1,1,385.79,23.64861264004147,4554.925723807175
2024-01-11 02:00:00,2,1,367.92,19.000631359857774,5452.586417987396
2024-01-11 03:00:00,3,1,382.97,23.86416252183707,5520.8393650257785
2024-01-11 04:00:00,4,1,322.13,37.75564468710406,5236.778283294024
2024-01-11 05:00:00,5,1,344.97,24.589320344142447,4905.326672543826
2024-01-11 06:00:00,6,1,355.09,25.188093048149053,5507.591568938917
2024-01-11 07:00:00,7,1,548.88,22.59366751381538,4017.5219673569645
2024-01-11 08:00:00,8,1,517.7,25.450411876587648,4564.754089442928
2024-01-11 09:00:00,9,1,501.54,28.030482178601428,5204.971402612429
2024-01-11 10:00:00,10,1,339.77,35.031006054744175,4716.0501004396065
2024-01-11 11:00:00,11,1,337.13,29.07765813245174,4542.158334687334
2024-01-11 12:00:00,12,1,354.13,15.500591049462258,4796.925706803919
2024-01-11 13:00:00,13,1,329.12,19.08048076057213,4653.795401386825
2024-01-11 14:00:00,14,1,358.06,24.70719351438212,5363.029538229165
2024-01-11 15:00:00,15,1,392.4,26.512620242904553,5043.139798615587
2024-01-11 16:00:00,16,1,393.62,26.39517320168248,4902.492651229078
2024-01-11 17:00:00,17,1,380.97,25.810527054480993,5330.828595731969
2024-01-11 18:00:00,18,1,607.17,20.263109106398108,5246.083230063084
2024-01-11 19:00:00,19,1,692.33,29.110321177593246,5080.520009669032
2024-01-11 20:00:00,20,1,681.96,29.41512974120935,5257.1640724117215
2024-01-11 21:00:00,21,1,322.06,26.123467773857666,5310.826684000831
2024-01-11 22:00:00,22,1,301.92,24.797762158602893,5559.10556169575
2024-01-11 23:00:00,23,1,402.69,18.795214639981722,4244.375989713974
2024-01-12 00:00:00,0,1,274.3,24.623941219358912,4383.444509916092
2024-01-12 01:00:00,1,1,383.0,23.91835962478143,5151.933601722657
2024-01-12 02:00:00,2,1,350.02,20.70856737234593,5531.885798021594
2024-01-12 03:00:00,3,1,321.51,14.014632795435812,4513.889124575543
2024-01-12 04:00:00,4,1,355.06,26.331464966745692,4905.3938796055545
2024-01-12 05:00:00,5,1,380.61,29.59142569661245,5452.297987660066
2024-01-12 06:00:00,6,1,353.6,25.938607399520233,5407.764801976957
2024-01-12 07:00:00,7,1,572.25,22.61318560022491,5033.304547639703
2024-01-12 08:00:00,8,1,604.28,21.05575396758368,5160.2398514444985
2024-01-12 09:00:00,9,1,569.22,30.23253619868372,4987.2271293443
2024-01-12 10:00:00,10,1,345.96,26.89532523873728,5506.1689278047625
2024-01-12 11:00:00,11,1,380.42,21.98046140666444,5762.998017827758
2024-01-12 12:00:00,12,1,281.63,32.62485831793002,5578.31642557329
2024-01-12 13:00:00,13,1,346.42,27.751706517863425,4135.352612072224
2024-01-12 14:00:00,14,1,359.26,31.351846946142246,5091.667156686243
2024-01-12 15:00:00,15,1,377.38,26.503069983432773,5067.967606687418
2024-01-12 16:00:00,16,1,416.23,26.263960119964374,5066.005335949769
2024-01-12 17:00:00,17,1,354.06,27.2355302153869,4540.187745154385
2024-01-12 18:00:00,18,1,749.22,33.80393397169269,4528.000117865441
2024-01-12 19:00:00,19,1,727.92,18.604842702678393,4529.986662480651
2024-01-12 20:00:00,20,1,610.85,21.621317898445266,5110.210919338233
2024-01-12 21:00:00,21,1,394.65,28.7984039939374,5004.663702601074
2024-01-12 22:00:00,22,1,369.58,26.748362345803667,5381.038344075681
2024-01-12 23:00:00,23,1,418.24,26.594105346696466,5009.744150061259
2024-01-13 00:00:00,0,1,389.39,24.411118407856897,5344.396390376687
2024-01-13 01:00:00,1,1,324.77,22.04091799579922,4718.973969895205
2024-01-13 02:00:00,2,1,284.87,30.498069772150224,5079.816187361053
2024-01-13 03:00:00,3,1,429.12,31.25809564261106,5473.573652203862
2024-01-13 04:00:00,4,1,296.86,26.061771548704648,4870.007196349536
2024-01-13 05:00:00,5,1,310.16,27.851086993903685,4418.381115440652
2024-01-13 06:00:00,6,1,325.54,28.78501404636885,5758.507169895329
2024-01-13 07:00:00,7,1,557.2,23.561801066118225,4892.682122478321
2024-01-13 08:00:00,8,1,596.91,31.392228070732237,6170.839481454279
2024-01-13 09:00:00,9,1,508.32,25.51023841234378,4626.775400576331
2024-01-13 10:00:00,10,1,349.01,28.152569927184693,4293.534473000612
2024-01-13 11:00:00,11,1,332.86,25.5205478486989,5209.654248997499
2024-01-13 12:00:00,12,1,351.83,19.758571969811122,4503.325184187091
2024-01-13 13:00:00,13,1,396.04,21.268822677483282,5392.12991048689
2024-01-13 14:00:00,14,1,296.06,24.929056494270707,4870.766105023957
2024-01-13 15:00:00,15,1,356.62,34.38529357384303,4416.120594568695
2024-01-13 16:00:00,16,1,292.19,23.024099829607493,5471.034007144001
2024-01-13 17:00:00,17,1,348.84,28.017172140929688,4533.675618732787
2024-01-13 18:00:00,18,1,714.15,27.63341063624543,4984.917098735446
2024-01-13 19:00:00,19,1,707.8,23.823449288889744,4997.739792561048
2024-01-13 20:00:00,20,1,696.09,30.659728873042376,5667.400758865098
2024-01-13 21:00:00,21,1,377.36,15.757801667950705,5201.364864456747
2024-01-13 22:00:00,22,1,308.9,26.272315874501288,5377.590045370013
2024-01-13 23:00:00,23,1,312.21,19.930391140381335,4376.817423127425
2024-01-14 00:00:00,0,1,393.38,23.747370097150707,3788.474980667278
2024-01-14 01:00:00,1,1,357.91,27.11919436473375,5382.254042237
2024-01-14 02:00:00,2,1,364.57,16.85065932419387,4845.313341737232
2024-01-14 03:00:00,3,1,360.4,32.04897296202984,4933.945787782856
2024-01-14 04:00:00,4,1,379.99,20.935707278646163,5456.502065384546
2024-01-14 05:00:00,5,1,304.63,18.511251312511966,4144.265981528296
2024-01-14 06:00:00,6,1,358.47,25.42142490321274,5152.376877558673
2024-01-14 07:00:00,7,1,489.99,24.92704294395671,4531.379273133971
2024-01-14 08:00:00,8,1,531.5,15.00526871332135,4840.24329717824
2024-01-14 09:00:00,9,1,633.54,21.700082538552973,5073.568809253507
2024-01-14 10:00:00,10,1,311.79,14.484236041824108,5351.764650122885
2024-01-14 11:00:00,11,1,330.62,28.01890510952491,4960.998323931088
2024-01-14 12:00:00,12,1,340.99,30.537570735694025,4702.103470522869
2024-01-14 13:00:00,13,1,367.75,15.87296994143796,4628.510030928568
2024-01-14 14:00:00,14,1,336.2,23.81418918283732,6097.003741587347
2024-01-14 15:00:00,15,1,414.36,16.751256731043505,5864.080496551239
2024-01-14 16:00:00,16,1,399.66,29.55933437918009,4440.492536249802
2024-01-14 17:00:00,17,1,450.78,28.30714933871755,6126.5311742474605
2024-01-14 18:00:00,18,1,757.65,33.6381091493592,4846.975854466017
2024-01-14 19:00:00,19,1,638.87,26.1008479021838,4835.851294206479
2024-01-14 20:00:00,20,1,650.37,30.148719999776297,4559.541114912781
2024-01-14 21:00:00,21,1,360.93,30.331951462029707,5204.10855353486
2024-01-14 22:00:00,22,1,349.11,22.32020745147293,4096.599718634391
2024-01-14 23:00:00,23,1,294.25,33.813888526120174,4193.297475533926
2024-01-15 00:00:00,0,1,355.41,26.335791855617984,5012.3622818119475
2024-01-15 01:00:00,1,1,377.85,29.617452912789382,5289.4212029441505
2024-01-15 02:00:00,2,1,370.09,22.59626837397411,4129.972196602803
2024-01-15 03:00:00,3,1,343.98,23.842464447099978,5543.141887819011
2024-01-15 04:00:00,4,1,329.39,31.361410307188414,4393.615880805621
2024-01-15 05:00:00,5,1,350.1,26.960395972429588,5028.882612290519
2024-01-15 06:00:00,6,1,393.86,25.614508529115273,5198.742141406175
2024-01-15 07:00:00,7,1,499.13,20.45309206806641,4757.092605142128
2024-01-15 08:00:00,8,1,458.6,27.794795672720362,4257.612686060682
2024-01-15 09:00:00,9,1,505.26,24.21791770380072,5123.868821869266
2024-01-15 10:00:00,10,1,353.46,33.190259268387926,4188.761429236236
2024-01-15 11:00:00,11,1,388.75,29.16668313184347,5585.601383672935
2024-01-15 12:00:00,12,1,343.66,29.181388096857635,4627.825765977208
2024-01-15 13:00:00,13,1,370.27,26.42226205711743,5223.109673583969
2024-01-15 14:00:00,14,1,397.68,30.327451359895356,4846.590395923101
2024-01-15 15:00:00,15,1,304.54,24.93248117337425,4603.589587493862
2024-01-15 16:00:00,16,1,313.63,28.9476752534178,5693.261417782182
2024-01-15 17:00:00,17,1,348.83,28.515088720463865,4743.854157484956
2024-01-15 18:00:00,18,1,689.83,27.56221770704474,4558.729532213141
2024-01-15 19:00:00,19,1,759.4,13.130049815026815,4980.884674482383
2024-01-15 20:00:00,20,1,777.14,29.54841342867369,5153.700211498399
2024-01-15 21:00:00,21,1,368.25,23.489269599291916,5383.194122362156
2024-01-15 22:00:00,22,1,358.18,18.178588192177486,5459.268194581438
2024-01-15 23:00:00,23,1,382.62,29.58850811854366,4963.500970116332
2024-01-16 00:00:00,0,1,361.54,20.077658106244957,5937.948720677413
2024-01-16 01:00:00,1,1,313.95,24.412561104031454,4671.745049796942
2024-01-16 02:00:00,2,1,317.58,21.570518524487493,5116.976607886214
2024-01-16 03:00:00,3,1,427.17,19.508665288613297,5331.5686145552245
2024-01-16 04:00:00,4,1,381.93,28.37116633000092,5344.686191981224
2024-01-16 05:00:00,5,1,369.56,25.857735603434783,5580.001205570608
2024-01-16 06:00:00,6,1,382.61,27.707900036254923,4017.314988157732
2024-01-16 07:00:00,7,1,474.37,31.500449472870656,4996.843548842485
2024-01-16 08:00:00,8,1,497.19,21.537546588340476,5062.513491008942
2024-01-16 09:00:00,9,1,501.88,27.138894547535433,5226.7446006308
2024-01-16 10:00:00,10,1,370.47,24.272416001790017,5757.776290597589
2024-01-16 11:00:00,11,1,366.84,28.51200762066627,6197.557370532884
2024-01-16 12:00:00,12,1,370.1,32.838700969900415,5465.819745115079
2024-01-16 13:00:00,13,1,419.25,35.79506865555156,4604.526572229625
2024-01-16 14:00:00,14,1,328.34,23.34424758558676,4441.216297319275
2024-01-16 15:00:00,15,1,432.42,24.18806875714111,5394.6052290780735
